Date,Err,SSN daily
2015.314,6.2,69.0
2015.317,5.3,65.0
2015.320,4.5,47.0
2015.322,4.0,41.0
2015.325,2.1,30.0
2015.328,0.9,15.0
2015.330,0.9,19.0
2015.333,2.2,34.0
2015.336,3.8,44.0
2015.339,6.3,103.0
2015.341,5.5,104.0
2015.344,10.7,124.0
2015.347,12.9,145.0
2015.350,10.1,150.0
2015.352,10.6,139.0
2015.355,11.4,163.0
2015.358,10.8,163.0
2015.361,14.6,165.0
2015.363,13.6,172.0
2015.366,12.4,164.0
2015.369,9.8,124.0
2015.371,7.4,103.0
2015.374,5.2,89.0
2015.377,6.7,101.0
2015.380,7.2,77.0
2015.382,3.7,59.0
2015.385,3.9,50.0
2015.388,3.8,73.0
2015.391,5.9,72.0
2015.393,4.7,78.0
2015.396,3.1,67.0
2015.399,5.0,53.0
2015.402,1.2,14.0
2015.404,0.9,12.0
2015.407,2.6,33.0
2015.410,3.0,31.0
2015.413,1.4,29.0
2015.415,1.8,27.0
2015.418,3.7,44.0
2015.421,4.0,49.0
2015.424,6.8,80.0
2015.426,5.7,90.0
2015.429,10.0,109.0
2015.432,9.6,124.0
2015.435,10.6,112.0
2015.437,5.5,92.0
2015.440,8.1,93.0
2015.443,5.8,95.0
2015.446,8.4,98.0
2015.448,8.7,97.0
2015.451,6.9,90.0
2015.454,4.3,54.0
2015.456,4.3,70.0
2015.459,7.9,80.0
2015.462,5.2,77.0
2015.465,5.0,68.0
2015.467,6.1,64.0
2015.470,5.8,61.0
2015.473,4.3,56.0
2015.476,1.9,45.0
2015.478,2.2,36.0
2015.481,1.9,27.0
2015.484,1.6,23.0
2015.487,1.1,21.0
2015.489,2.6,32.0
2015.492,2.9,39.0
2015.495,2.8,41.0
2015.497,4.0,54.0
2015.500,6.7,75.0
2015.503,6.2,88.0
2015.506,6.6,99.0
2015.508,5.2,109.0
2015.511,8.1,97.0
2015.514,11.0,112.0
2015.517,8.9,123.0
2015.519,8.3,110.0
2015.522,7.5,103.0
2015.525,5.5,92.0
2015.528,6.1,71.0
2015.530,5.1,53.0
2015.533,2.8,43.0
2015.536,2.7,43.0
2015.538,4.0,50.0
2015.541,3.4,50.0
2015.544,5.2,58.0
2015.547,3.4,44.0
2015.549,2.1,36.0
2015.552,2.7,36.0
2015.555,3.4,36.0
2015.558,1.8,29.0
2015.560,1.8,31.0
2015.563,2.5,34.0
2015.566,3.2,40.0
2015.569,3.9,51.0
2015.571,3.9,62.0
2015.574,6.5,67.0
2015.577,5.0,76.0
2015.580,2.7,69.0
2015.582,6.2,64.0
2015.585,4.0,53.0
2015.588,3.8,61.0
2015.591,6.2,90.0
2015.593,6.3,94.0
2015.596,7.0,108.0
2015.599,6.5,112.0
2015.602,4.8,93.0
2015.604,5.5,76.0
2015.607,4.6,69.0
2015.610,7.6,78.0
2015.613,4.7,66.0
2015.615,5.1,55.0
2015.618,3.0,46.0
2015.621,3.9,39.0
2015.623,2.2,38.0
2015.626,1.4,33.0
2015.629,2.6,39.0
2015.632,4.8,50.0
2015.634,5.6,65.0
2015.637,6.2,73.0
2015.640,5.6,71.0
2015.643,6.1,81.0
2015.645,4.8,81.0
2015.648,4.3,69.0
2015.651,4.2,47.0
2015.654,3.1,55.0
2015.656,2.2,44.0
2015.659,3.1,56.0
2015.662,3.7,56.0
2015.665,2.7,35.0
2015.667,3.4,43.0
2015.670,3.5,36.0
2015.673,2.2,29.0
2015.676,2.4,37.0
2015.678,1.9,27.0
2015.681,3.3,43.0
2015.684,3.2,44.0
2015.687,2.7,42.0
2015.689,5.4,57.0
2015.692,3.5,46.0
2015.695,6.1,81.0
2015.698,7.8,89.0
2015.700,7.8,83.0
2015.703,4.2,56.0
2015.706,4.4,68.0
2015.708,5.3,86.0
2015.711,4.7,75.0
2015.714,6.2,71.0
2015.717,5.0,64.0
2015.719,3.6,65.0
2015.722,7.0,78.0
2015.725,5.3,86.0
2015.728,8.1,96.0
2015.730,8.7,101.0
2015.733,10.1,152.0
2015.736,8.7,162.0
2015.739,8.9,169.0
2015.741,8.6,156.0
2015.744,9.7,120.0
2015.747,6.8,95.0
2015.749,6.2,93.0
2015.752,4.2,62.0
2015.755,3.0,51.0
2015.758,1.5,22.0
2015.760,1.7,20.0
2015.763,1.5,26.0
2015.766,1.9,33.0
2015.769,3.2,37.0
2015.771,1.9,26.0
2015.774,1.1,13.0
2015.777,2.8,30.0
2015.780,4.9,53.0
2015.782,4.2,65.0
2015.785,3.1,57.0
2015.788,3.7,55.0
2015.790,2.9,59.0
2015.793,6.5,79.0
2015.796,7.5,75.0
2015.799,6.1,94.0
2015.801,5.9,95.0
2015.804,6.1,89.0
2015.807,7.2,107.0
2015.810,9.1,94.0
2015.812,6.2,78.0
2015.815,4.9,67.0
2015.818,5.8,78.0
2015.821,5.7,67.0
2015.823,6.2,81.0
2015.826,6.9,93.0
2015.829,6.7,88.0
2015.832,6.2,86.0
2015.834,4.8,85.0
2015.837,7.0,101.0
2015.840,6.3,82.0
2015.843,4.9,100.0
2015.845,5.6,82.0
2015.848,5.0,78.0
2015.851,8.2,82.0
2015.854,7.5,75.0
2015.856,4.7,66.0
2015.859,5.3,71.0
2015.862,5.6,61.0
2015.865,5.8,60.0
2015.867,4.2,49.0
2015.870,2.8,39.0
2015.873,3.4,56.0
2015.875,2.8,38.0
2015.878,1.8,34.0
2015.881,1.8,30.0
2015.884,2.8,41.0
2015.886,4.6,55.0
2015.889,5.7,58.0
2015.892,4.4,71.0
2015.895,3.6,56.0
2015.897,3.7,59.0
2015.900,4.7,61.0
2015.903,6.0,65.0
2015.906,5.3,61.0
2015.908,3.2,51.0
2015.911,3.8,51.0
2015.914,2.6,47.0
2015.916,2.5,32.0
2015.919,2.5,49.0
2015.922,2.6,36.0
2015.925,2.4,33.0
2015.927,4.1,50.0
2015.930,4.8,54.0
2015.933,5.8,61.0
2015.936,5.3,60.0
2015.938,7.3,78.0
2015.941,5.9,82.0
2015.944,8.0,83.0
2015.947,8.3,83.0
2015.949,6.2,81.0
2015.952,8.3,86.0
2015.955,5.6,65.0
2015.957,3.8,63.0
2015.960,4.8,56.0
2015.963,3.5,54.0
2015.966,3.3,49.0
2015.968,1.9,22.0
2015.971,1.4,18.0
2015.974,4.4,72.0
2015.977,6.5,68.0
2015.979,6.0,69.0
2015.982,6.1,76.0
2015.985,5.9,65.0
2015.988,4.5,67.0
2015.990,7.0,71.0
2015.993,3.4,57.0
2015.996,2.7,37.0
2015.999,2.1,22.0
2016.001,2.5,37.0
2016.004,3.7,40.0
2016.007,4.6,51.0
2016.010,5.8,70.0
2016.012,3.1,35.0
2016.015,2.0,31.0
2016.018,5.3,61.0
2016.021,7.2,86.0
2016.023,6.8,97.0
2016.026,6.5,90.0
2016.029,3.8,47.0
2016.032,1.9,40.0
2016.034,2.7,38.0
2016.037,2.3,41.0
2016.040,3.1,45.0
2016.042,3.3,44.0
2016.045,4.3,58.0
2016.048,4.6,54.0
2016.051,4.3,66.0
2016.053,4.2,62.0
2016.056,5.4,64.0
2016.059,4.1,67.0
2016.062,5.3,63.0
2016.064,4.3,48.0
2016.067,6.0,67.0
2016.070,4.0,69.0
2016.073,5.2,83.0
2016.075,4.5,77.0
2016.078,3.9,64.0
2016.081,2.3,36.0
2016.084,1.4,35.0
2016.086,3.4,44.0
2016.089,3.5,52.0
2016.092,7.7,83.0
2016.095,10.7,108.0
2016.097,7.5,103.0
2016.100,7.2,79.0
2016.103,8.3,89.0
2016.106,5.0,89.0
2016.108,7.2,84.0
2016.111,5.9,75.0
2016.114,5.3,85.0
2016.117,6.2,63.0
2016.119,2.2,38.0
2016.122,2.6,46.0
2016.125,4.7,50.0
2016.127,3.7,42.0
2016.130,3.0,38.0
2016.133,1.9,36.0
2016.136,3.9,46.0
2016.138,3.1,52.0
2016.141,4.4,47.0
2016.144,2.4,34.0
2016.147,2.8,37.0
2016.149,2.3,34.0
2016.152,1.6,26.0
2016.155,3.5,48.0
2016.158,2.6,26.0
2016.160,2.2,36.0
2016.163,3.0,45.0
2016.165,6.7,68.0
2016.168,7.1,78.0
2016.171,6.7,77.0
2016.174,9.5,111.0
2016.176,6.4,83.0
2016.179,5.6,78.0
2016.182,5.6,79.0
2016.185,6.1,63.0
2016.187,6.3,91.0
2016.190,7.8,80.0
2016.193,3.1,51.0
2016.196,6.1,70.0
2016.198,4.8,57.0
2016.201,4.0,70.0
2016.204,4.1,59.0
2016.206,5.1,79.0
2016.209,6.3,72.0
2016.212,3.1,47.0
2016.215,2.7,37.0
2016.217,3.4,36.0
2016.220,1.8,33.0
2016.223,1.4,20.0
2016.226,1.1,21.0
2016.228,3.4,35.0
2016.231,3.0,34.0
2016.234,2.5,32.0
2016.237,3.0,32.0
2016.239,1.9,30.0
2016.242,1.9,20.0
2016.245,1.1,17.0
2016.248,1.1,16.0
2016.250,0.7,12.0
2016.253,0.7,12.0
2016.256,0.8,12.0
2016.259,2.3,40.0
2016.261,2.4,33.0
2016.264,1.4,20.0
2016.267,1.1,18.0
2016.270,1.9,26.0
2016.272,1.8,25.0
2016.275,3.2,34.0
2016.278,3.7,43.0
2016.281,3.2,37.0
2016.283,4.8,48.0
2016.286,3.6,46.0
2016.289,1.3,33.0
2016.291,3.7,42.0
2016.294,2.3,36.0
2016.297,1.8,31.0
2016.300,1.8,28.0
2016.302,2.5,25.0
2016.305,2.5,26.0
2016.308,1.6,21.0
2016.311,1.1,13.0
2016.313,3.2,37.0
2016.316,4.2,45.0
2016.319,5.0,57.0
2016.322,4.9,76.0
2016.324,5.5,90.0
2016.327,5.3,82.0
2016.330,7.4,89.0
2016.332,7.8,87.0
2016.335,5.0,83.0
2016.338,5.0,73.0
2016.341,5.5,71.0
2016.343,5.6,60.0
2016.346,4.3,57.0
2016.349,2.1,34.0
2016.352,3.0,44.0
2016.354,4.4,52.0
2016.357,7.3,76.0
2016.360,4.8,79.0
2016.363,6.2,83.0
2016.365,6.6,78.0
2016.368,8.0,88.0
2016.371,4.8,87.0
2016.373,4.5,55.0
2016.376,2.9,38.0
2016.379,2.1,30.0
2016.382,3.4,43.0
2016.384,2.4,46.0
2016.387,1.6,18.0
2016.390,2.6,28.0
2016.393,0.9,16.0
2016.395,1.4,25.0
2016.398,2.6,35.0
2016.401,2.6,34.0
2016.404,3.0,34.0
2016.406,2.1,33.0
2016.409,3.1,33.0
2016.412,3.5,41.0
2016.415,3.2,36.0
2016.416,2.7,41.0
2016.419,0.7,14.0
2016.422,0.0,0.0
2016.425,0.9,10.0
2016.427,0.0,0.0
2016.430,0.0,0.0
2016.433,5.6,12.0
2016.436,1.4,14.0
2016.438,1.1,19.0
2016.441,1.3,33.0
2016.444,3.6,44.0
2016.447,2.7,42.0
2016.449,3.2,38.0
2016.452,3.2,38.0
2016.455,2.8,40.0
2016.457,1.7,28.0
2016.460,1.9,39.0
2016.463,4.5,47.0
2016.466,3.7,50.0
2016.468,1.7,36.0
2016.471,1.9,24.0
2016.474,2.0,23.0
2016.477,1.5,12.0
2016.479,2.9,12.0
2016.482,0.0,0.0
2016.485,0.0,0.0
2016.488,0.0,0.0
2016.490,0.0,0.0
2016.493,0.0,0.0
2016.496,0.0,0.0
2016.498,0.0,0.0
2016.501,0.0,11.0
2016.504,10.4,19.0
2016.507,0.0,0.0
2016.509,4.1,13.0
2016.512,5.1,13.0
2016.515,1.8,25.0
2016.518,3.0,41.0
2016.520,5.3,56.0
2016.523,4.6,50.0
2016.526,5.0,62.0
2016.529,3.7,59.0
2016.531,3.1,53.0
2016.534,4.1,58.0
2016.537,5.5,69.0
2016.539,5.8,60.0
2016.542,3.2,39.0
2016.545,5.9,64.0
2016.548,5.2,59.0
2016.550,4.2,56.0
2016.553,3.2,52.0
2016.556,3.4,39.0
2016.559,2.5,27.0
2016.561,0.9,13.0
2016.564,0.0,0.0
2016.567,0.0,0.0
2016.570,0.0,0.0
2016.572,3.7,13.0
2016.575,1.2,15.0
2016.578,1.3,21.0
2016.581,5.2,16.0
2016.583,3.9,12.0
2016.586,3.8,12.0
2016.589,0.0,0.0
2016.592,6.9,16.0
2016.594,3.0,38.0
2016.597,3.5,39.0
2016.600,3.6,51.0
2016.603,5.7,81.0
2016.605,4.1,72.0
2016.608,4.3,77.0
2016.611,3.8,79.0
2016.614,5.0,71.0
2016.616,5.0,58.0
2016.619,4.5,59.0
2016.622,5.7,63.0
2016.624,7.1,80.0
2016.627,3.5,58.0
2016.630,3.3,49.0
2016.633,2.9,47.0
2016.635,1.4,16.0
2016.638,5.3,14.0
2016.641,2.4,28.0
2016.644,4.1,48.0
2016.646,4.8,49.0
2016.649,4.4,48.0
2016.652,3.0,49.0
2016.655,5.2,58.0
2016.657,4.6,64.0
2016.660,5.1,68.0
2016.663,4.5,74.0
2016.666,5.3,77.0
2016.668,5.1,78.0
2016.671,5.4,67.0
2016.674,4.8,65.0
2016.677,3.4,49.0
2016.679,1.9,31.0
2016.682,4.0,43.0
2016.685,3.0,57.0
2016.688,3.6,53.0
2016.690,4.8,79.0
2016.693,6.4,78.0
2016.696,4.3,67.0
2016.699,5.0,59.0
2016.701,3.5,39.0
2016.704,1.9,28.0
2016.707,1.2,15.0
2016.709,0.9,13.0
2016.712,1.2,14.0
2016.715,2.4,38.0
2016.718,3.5,63.0
2016.720,3.6,53.0
2016.723,4.2,55.0
2016.726,2.3,36.0
2016.729,4.7,60.0
2016.731,5.0,55.0
2016.734,2.8,30.0
2016.737,2.9,29.0
2016.740,2.2,26.0
2016.742,2.6,30.0
2016.745,1.7,17.0
2016.748,0.0,12.0
2016.750,0.0,0.0
2016.753,5.5,15.0
2016.756,2.3,35.0
2016.759,2.9,40.0
2016.761,2.9,41.0
2016.764,3.7,56.0
2016.767,4.2,60.0
2016.770,4.6,63.0
2016.772,6.2,68.0
2016.775,4.2,66.0
2016.778,4.8,63.0
2016.781,3.2,41.0
2016.783,3.8,42.0
2016.786,3.0,41.0
2016.789,2.8,38.0
2016.791,2.7,29.0
2016.794,2.2,27.0
2016.797,1.9,29.0
2016.800,2.5,28.0
2016.802,0.8,16.0
2016.805,2.4,28.0
2016.808,2.0,27.0
2016.811,1.4,15.0
2016.813,1.1,15.0
2016.816,1.2,17.0
2016.819,0.3,25.0
2016.822,1.5,25.0
2016.824,1.9,37.0
2016.827,1.8,23.0
2016.830,1.0,13.0
2016.833,1.3,13.0
2016.834,0.6,12.0
2016.837,0.0,0.0
2016.840,2.0,27.0
2016.843,1.4,25.0
2016.845,1.5,25.0
2016.848,1.5,22.0
2016.851,0.6,11.0
2016.854,0.0,0.0
2016.856,3.0,14.0
2016.859,1.1,24.0
2016.862,1.6,26.0
2016.865,1.1,12.0
2016.867,3.5,36.0
2016.870,2.3,31.0
2016.873,1.5,27.0
2016.875,1.1,27.0
2016.878,2.3,29.0
2016.881,1.5,28.0
2016.884,8.1,24.0
2016.886,4.6,13.0
2016.889,0.0,0.0
2016.892,0.0,0.0
2016.895,0.3,11.0
2016.897,0.9,12.0
2016.900,0.7,13.0
2016.903,1.3,25.0
2016.906,2.3,30.0
2016.908,3.2,41.0
2016.911,3.8,46.0
2016.914,4.4,51.0
2016.916,2.2,55.0
2016.919,3.1,61.0
2016.922,3.5,56.0
2016.925,2.9,38.0
2016.927,3.4,34.0
2016.930,3.1,31.0
2016.933,1.3,19.0
2016.936,1.2,14.0
2016.938,5.7,20.0
2016.941,0.0,0.0
2016.944,0.0,0.0
2016.947,0.7,12.0
2016.949,1.3,14.0
2016.952,1.1,23.0
2016.955,1.0,12.0
2016.957,0.0,0.0
2016.960,1.5,13.0
2016.963,1.7,27.0
2016.966,0.9,15.0
2016.968,1.3,22.0
2016.971,2.0,30.0
2016.974,0.9,16.0
2016.977,0.0,0.0
2016.979,0.0,0.0
2016.982,0.0,0.0
2016.985,0.0,0.0
2016.988,1.3,16.0
2016.990,2.8,12.0
2016.993,4.2,11.0
2016.996,4.4,11.0
2016.999,5.7,11.0
2017.001,1.3,12.0
2017.004,2.4,12.0
2017.007,2.4,11.0
2017.010,0.0,0.0
2017.012,0.0,0.0
2017.015,0.0,0.0
2017.018,0.0,0.0
2017.021,0.0,0.0
2017.023,0.0,0.0
2017.026,0.0,0.0
2017.029,0.0,0.0
2017.032,1.5,11.0
2017.034,2.4,26.0
2017.037,2.0,31.0
2017.040,1.8,30.0
2017.042,1.9,25.0
2017.045,2.9,30.0
2017.048,3.5,36.0
2017.051,3.1,33.0
2017.053,3.5,56.0
2017.056,4.5,75.0
2017.059,4.2,68.0
2017.062,4.6,57.0
2017.064,2.7,43.0
2017.067,2.2,47.0
2017.070,3.5,40.0
2017.073,2.8,30.0
2017.075,2.5,30.0
2017.078,2.7,34.0
2017.081,2.7,35.0
2017.084,3.1,36.0
2017.086,4.6,47.0
2017.089,3.2,47.0
2017.092,2.3,39.0
2017.095,8.6,20.0
2017.097,7.0,14.0
2017.100,4.6,13.0
2017.103,2.4,13.0
2017.106,3.8,11.0
2017.108,1.5,19.0
2017.111,1.8,24.0
2017.114,1.3,23.0
2017.117,2.0,21.0
2017.119,1.2,19.0
2017.122,1.2,16.0
2017.125,1.2,24.0
2017.127,6.3,19.0
2017.130,1.2,14.0
2017.133,3.9,13.0
2017.136,1.6,27.0
2017.138,1.7,32.0
2017.141,2.5,27.0
2017.144,2.2,29.0
2017.147,2.4,24.0
2017.149,2.0,27.0
2017.152,2.7,32.0
2017.155,3.8,38.0
2017.158,3.9,50.0
2017.160,4.2,58.0
2017.163,3.7,59.0
2017.166,5.3,56.0
2017.169,3.2,39.0
2017.172,0.0,0.0
2017.174,4.1,14.0
2017.177,0.0,0.0
2017.180,0.0,0.0
2017.183,0.0,0.0
2017.185,0.0,0.0
2017.188,0.0,0.0
2017.191,0.0,0.0
2017.194,0.0,0.0
2017.196,0.0,0.0
2017.199,0.0,0.0
2017.202,0.0,0.0
2017.204,0.0,0.0
2017.207,0.0,0.0
2017.210,0.0,0.0
2017.213,0.0,0.0
2017.215,0.0,0.0
2017.218,2.1,13.0
2017.221,1.0,14.0
2017.224,0.8,14.0
2017.226,1.1,14.0
2017.229,1.4,18.0
2017.232,2.2,31.0
2017.235,3.9,52.0
2017.237,5.7,57.0
2017.240,4.6,52.0
2017.243,2.9,49.0
2017.246,5.8,66.0
2017.248,6.7,71.0
2017.251,7.2,83.0
2017.254,8.2,100.0
2017.257,7.3,76.0
2017.259,2.9,50.0
2017.262,2.2,36.0
2017.265,1.2,23.0
2017.268,0.0,0.0
2017.270,1.5,12.0
2017.273,0.8,14.0
2017.276,1.2,14.0
2017.279,1.7,22.0
2017.281,1.5,25.0
2017.284,1.8,19.0
2017.287,0.0,0.0
2017.289,0.0,0.0
2017.292,0.0,0.0
2017.295,1.2,23.0
2017.298,0.9,15.0
2017.300,2.3,28.0
2017.303,3.5,40.0
2017.306,1.6,30.0
2017.309,2.9,43.0
2017.311,3.4,46.0
2017.314,2.8,41.0
2017.317,3.5,38.0
2017.320,1.9,26.0
2017.322,3.3,36.0
2017.325,3.0,34.0
2017.328,1.5,24.0
2017.330,0.6,12.0
2017.333,1.4,29.0
2017.336,1.1,18.0
2017.339,1.4,17.0
2017.341,1.7,31.0
2017.344,2.1,27.0
2017.347,1.2,23.0
2017.350,0.7,11.0
2017.352,0.0,0.0
2017.355,0.0,0.0
2017.358,1.3,11.0
2017.361,6.7,15.0
2017.363,0.0,0.0
2017.366,0.0,0.0
2017.369,0.0,0.0
2017.371,1.3,25.0
2017.374,0.6,12.0
2017.377,1.3,24.0
2017.380,1.6,25.0
2017.382,2.4,30.0
2017.385,1.7,37.0
2017.388,4.2,50.0
2017.391,3.5,55.0
2017.393,1.2,20.0
2017.396,2.9,31.0
2017.399,2.1,25.0
2017.402,2.0,24.0
2017.404,1.6,21.0
2017.407,0.8,14.0
2017.410,0.0,0.0
2017.413,0.0,0.0
2017.415,1.3,15.0
2017.418,1.5,23.0
2017.421,2.2,24.0
2017.424,1.4,25.0
2017.426,1.9,34.0
2017.429,1.9,24.0
2017.432,1.4,14.0
2017.435,0.9,14.0
2017.437,0.0,0.0
2017.440,0.0,0.0
2017.443,0.0,0.0
2017.446,0.0,0.0
2017.448,0.8,11.0
2017.451,0.8,11.0
2017.454,2.5,31.0
2017.456,1.8,30.0
2017.459,1.7,30.0
2017.462,1.2,29.0
2017.465,1.6,27.0
2017.467,3.0,31.0
2017.470,1.1,35.0
2017.473,0.8,24.0
2017.476,1.0,23.0
2017.478,2.2,25.0
2017.481,1.6,18.0
2017.484,2.1,21.0
2017.487,1.3,19.0
2017.489,1.6,16.0
2017.492,0.7,12.0
2017.495,0.6,11.0
2017.497,2.1,23.0
2017.500,4.1,13.0
2017.503,0.0,0.0
2017.506,0.0,0.0
2017.508,2.3,7.0
2017.511,0.8,16.0
2017.514,2.2,26.0
2017.517,3.1,31.0
2017.519,4.1,43.0
2017.522,2.7,45.0
2017.525,3.7,38.0
2017.528,4.8,61.0
2017.530,5.6,59.0
2017.533,4.2,52.0
2017.536,2.0,33.0
2017.538,1.9,21.0
2017.541,2.2,22.0
2017.544,0.0,0.0
2017.547,0.0,0.0
2017.549,0.0,0.0
2017.552,0.0,0.0
2017.555,0.0,0.0
2017.558,0.0,0.0
2017.560,0.0,0.0
2017.563,1.3,12.0
2017.566,1.3,12.0
2017.569,0.0,0.0
2017.571,1.5,11.0
2017.574,6.1,12.0
2017.577,4.9,15.0
2017.580,0.0,0.0
2017.582,1.4,13.0
2017.585,0.8,13.0
2017.588,1.0,13.0
2017.591,0.7,14.0
2017.593,0.8,13.0
2017.596,0.9,13.0
2017.599,0.8,12.0
2017.602,0.9,13.0
2017.604,0.9,12.0
2017.607,1.1,14.0
2017.610,0.7,12.0
2017.613,0.7,13.0
2017.615,1.0,12.0
2017.618,1.4,13.0
2017.621,1.6,22.0
2017.623,2.2,33.0
2017.626,2.8,45.0
2017.629,3.8,45.0
2017.632,3.1,50.0
2017.634,3.6,60.0
2017.637,5.9,63.0
2017.640,6.0,63.0
2017.643,3.5,69.0
2017.645,5.0,54.0
2017.648,3.6,53.0
2017.651,3.2,48.0
2017.654,2.8,38.0
2017.656,1.2,23.0
2017.659,2.6,40.0
2017.662,3.8,51.0
2017.665,5.4,73.0
2017.667,4.2,59.0
2017.670,3.4,56.0
2017.673,7.0,105.0
2017.676,6.8,112.0
2017.678,11.8,119.0
2017.681,9.1,100.0
2017.684,8.5,97.0
2017.687,6.5,88.0
2017.689,4.2,62.0
2017.692,3.3,40.0
2017.695,2.5,29.0
2017.698,0.6,11.0
2017.700,1.3,23.0
2017.703,0.5,12.0
2017.706,0.4,12.0
2017.708,0.9,13.0
2017.711,0.6,14.0
2017.714,0.6,13.0
2017.717,0.4,11.0
2017.719,1.0,21.0
2017.722,1.1,22.0
2017.725,0.7,21.0
2017.728,0.6,12.0
2017.730,1.0,23.0
2017.733,1.7,36.0
2017.736,1.9,39.0
2017.739,1.6,37.0
2017.741,2.3,42.0
2017.744,2.4,42.0
2017.747,2.7,40.0
2017.749,1.6,35.0
2017.752,2.3,25.0
2017.755,1.2,24.0
2017.758,1.1,27.0
2017.760,1.0,26.0
2017.763,1.2,23.0
2017.766,0.4,11.0
2017.769,2.1,11.0
2017.771,0.0,0.0
2017.774,0.0,0.0
2017.777,0.0,0.0
2017.780,0.0,0.0
2017.782,0.0,0.0
2017.785,3.8,11.0
2017.788,0.0,0.0
2017.790,0.0,0.0
2017.793,0.0,0.0
2017.796,0.0,0.0
2017.799,0.0,0.0
2017.801,0.0,0.0
2017.804,0.4,11.0
2017.807,0.6,11.0
2017.810,0.9,23.0
2017.812,0.7,23.0
2017.815,0.9,23.0
2017.818,0.5,23.0
2017.821,0.7,23.0
2017.823,1.7,24.0
2017.826,1.1,23.0
2017.829,1.5,21.0
2017.832,2.9,11.0
2017.834,0.0,0.0
2017.837,0.0,0.0
2017.840,0.0,0.0
2017.843,0.0,0.0
2017.845,0.0,0.0
2017.848,0.0,0.0
2017.851,0.0,0.0
2017.854,0.0,0.0
2017.856,0.0,0.0
2017.859,0.0,0.0
2017.862,0.0,0.0
2017.865,0.0,0.0
2017.867,0.0,0.0
2017.870,0.8,13.0
2017.873,0.9,15.0
2017.875,0.9,16.0
2017.878,1.3,25.0
2017.881,1.1,15.0
2017.884,0.0,0.0
2017.886,0.0,0.0
2017.889,0.0,0.0
2017.892,0.0,0.0
2017.895,0.0,0.0
2017.897,0.0,0.0
2017.900,0.9,15.0
2017.903,1.0,17.0
2017.906,1.1,16.0
2017.908,1.2,15.0
2017.911,1.0,13.0
2017.914,0.9,11.0
2017.916,0.0,0.0
2017.919,0.0,0.0
2017.922,0.0,0.0
2017.925,0.0,0.0
2017.927,0.0,0.0
2017.930,0.8,13.0
2017.933,1.0,11.0
2017.936,0.0,0.0
2017.938,0.0,0.0
2017.941,1.9,11.0
2017.944,3.0,13.0
2017.947,1.7,13.0
2017.949,0.0,0.0
2017.952,0.0,0.0
2017.955,0.0,0.0
2017.957,0.0,0.0
2017.960,0.0,0.0
2017.963,0.0,0.0
2017.966,3.1,11.0
2017.968,4.4,16.0
2017.971,1.6,19.0
2017.974,1.8,25.0
2017.977,2.2,26.0
2017.979,1.4,29.0
2017.982,2.1,24.0
2017.985,1.4,16.0
2017.988,2.1,13.0
2017.990,0.0,0.0
2017.993,0.0,0.0
2017.996,0.0,0.0
2017.999,1.2,13.0
2018.001,0.0,0.0
2018.004,0.0,0.0
2018.007,0.0,0.0
2018.010,0.6,13.0
2018.012,0.9,11.0
2018.015,1.3,11.0
2018.018,1.4,12.0
2018.021,1.2,13.0
2018.023,5.2,16.0
2018.026,6.3,20.0
2018.029,2.5,12.0
2018.032,0.0,0.0
2018.034,0.0,0.0
2018.037,1.6,12.0
2018.040,1.5,13.0
2018.042,1.1,15.0
2018.045,0.9,16.0
2018.048,0.5,12.0
2018.051,1.3,12.0
2018.053,0.0,0.0
2018.056,0.0,0.0
2018.059,0.0,0.0
2018.062,0.0,0.0
2018.064,0.0,0.0
2018.067,0.0,0.0
2018.070,0.0,0.0
2018.073,0.0,0.0
2018.075,0.0,0.0
2018.078,0.0,0.0
2018.081,1.8,11.0
2018.084,1.6,12.0
2018.086,0.0,0.0
2018.089,0.0,0.0
2018.092,0.0,0.0
2018.095,1.6,11.0
2018.097,0.6,13.0
2018.100,0.9,16.0
2018.103,1.4,20.0
2018.106,1.0,22.0
2018.108,1.7,25.0
2018.111,2.2,25.0
2018.114,1.6,28.0
2018.117,1.8,25.0
2018.119,1.4,23.0
2018.122,1.6,20.0
2018.125,1.4,16.0
2018.127,0.9,12.0
2018.130,0.0,0.0
2018.133,0.0,0.0
2018.136,0.0,0.0
2018.138,0.0,0.0
2018.141,0.0,0.0
2018.144,0.0,0.0
2018.147,0.0,0.0
2018.149,0.0,0.0
2018.152,0.0,0.0
2018.155,2.1,16.0
2018.158,1.3,15.0
2018.160,1.1,12.0
2018.163,1.5,12.0
2018.166,1.3,11.0
2018.169,0.0,0.0
2018.172,0.0,0.0
2018.174,0.0,0.0
2018.177,0.0,0.0
2018.180,0.0,0.0
2018.183,0.0,0.0
2018.185,0.0,0.0
2018.188,0.0,0.0
2018.191,0.0,0.0
2018.194,0.0,0.0
2018.196,0.0,0.0
2018.199,0.0,0.0
2018.202,0.0,0.0
2018.204,0.0,0.0
2018.207,1.1,14.0
2018.210,1.4,14.0
2018.213,0.0,0.0
2018.215,0.0,0.0
2018.218,0.0,0.0
2018.221,0.0,0.0
2018.224,0.0,0.0
2018.226,0.0,0.0
2018.229,0.0,0.0
2018.232,0.0,0.0
2018.235,0.0,0.0
2018.237,0.0,0.0
2018.240,0.0,0.0
2018.243,1.1,12.0
2018.246,1.0,13.0
2018.248,0.7,11.0
2018.251,0.0,0.0
2018.254,0.0,0.0
2018.257,0.0,0.0
